Name,Price,Color,Storage,Stars,Rating Score,Display,RAM,Battery,Back Camera,Release Date,SIM Support,Phone Dimensions,Phone Weight,Operating System,Screen Size,Screen Resolution,Screen Type,Screen Protection,Internal Memory,Card Slot,Processor,GPU,Type,Front Camera,Front Flash Light,Front Video Recording,Back Flash Light,Back Video Recording,Bluetooth,3G,4G/LTE,5G,Radio,WiFi,NFC,img_URL,brand,Popularity,RepairCost,Resale_value,Parts_availability
GFive 2Eye,"1,999","Golden,Black,Blue,Green",STANDARD,5, 1 Ratings ,1.8 Screen Size.,Standard,3000 mAh,Smart camera,4/3/2024,Dual sim,no Data,no Data,Propriety,1.8 Screen Size.,no Data,no Data,no Data,Standard,Support Up To 32 GB,no Data,no Data,3000 mAh,no Data,no Data,no Data,Yes,no Data,Yes,no Data,no Data,No,no Data,Yes,No,https://images.priceoye.pk/gfive-2-eye-pakistan-priceoye-423ns-500x500.webp,GFive,70,643.525384,1699.15,40
E-Tachi Music E1000,"3,799","Black Red,Black Blue,White Blue,White Red,Gold Black",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3200 mAh,Smart Camera,12/22/2022,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,3200 mAh,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/e-tachi-music-e1000-pakistan-priceoye-du2lp-500x500.webp,E-Tachi,70,1219.042846,3153.17,70
Faywa F6,"2,399","Black,Blue,Green,Black Orange",STANDARD,5,2 Ratings ,1.8 Inches,32 MB,1200 mAh,No,6/8/2023,"Dual Sim, Dual Standby (Micro-SIM)",no Data,no Data,Proprietary OS,1.8 Inches,240 x 320 Pixels,no Data,No,32 MB,microSDXC (dedicated slot),no Data,no Data,1200 Mah,No,NO,No,No,No,No,No,No,No,Yes,No,No,https://images.priceoye.pk/faywa-f6-pakistan-priceoye-ttx0r-500x500.webp,Faywa,70,771.7412302,2015.16,70
E-Tachi B13,"2,624","Black,White,Gray",STANDARD,5, 1 Ratings ,1.77 Inches,Standard,900 mAh,No,12/22/2022,Single SIM,no Data,no Data,Proprietary OS,1.77 Inches,no Data,QVGA,no Data,Standard,"T-Flash card, Up to 16GB",no Data,no Data,900mAh,No,No,No,No,No,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/e-tachi-b13-pakistan-priceoye-7ql3x-500x500.webp,E-Tachi,70,843.7815138,2177.92,70
E-Tachi E-Prime,"3,799","Blue Gray Black,Blue Black,Coffee Black,Gold Black",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3200 mAh,Smart Camera,3/8/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,QVGA Display,no Data,Standard,Yes,no Data,no Data,3200 mAh with Super Battery Mode,no Data,no Data,no Data,Yes,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/e-tachi-e-prime-pakistan-priceoye-b5800-500x500.webp,E-Tachi,70,1219.042846,3191.16,70
Sparx Neo 5 Plus,"17,799","Mint Magic,Green,Skyline Blue",64GB - 3GB RAM,5,33 Ratings ,6.5 inches,3 GB,5000 mAh,13 MP + CIF,6/23/2023,Dual SIM + dual stand-by,168. x 77.7 x 9.2mm,no Data,Android 12 (Go edition),6.5 inches,720 x 1600 pixels,IPS LCD capacitive touchscreen,no Data,64 GB,MicroSD card support up to 128GB,Octa-core,no Data,5000 mAh,8 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/sparx-neo-5-plus-pakistan-priceoye-6c7bp-500x500.webp,Sparx,70,5567.674384,14951.16,70
XSmart Nova 7,"19,099","Purple,Blue,Green",64GB - 4GB RAM,5,2 Ratings ,6.56 inches,4 GB,5000 mAh,13 MP+0.8+Al Camera,11/29/2023,Dual SIM support,no Data,no Data,Android 12,6.56 inches,720 x 1600 pixels,"IPS LCD capacitive touchscreen, 16M colors",no Data,64 GB,MicroSD card support up to 128GB,Octa-core Processor,no Data,Non-removable Li-Po 5000mAh Battery Charging 18W,8 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/x-smart-nova-7-pakistan-priceoye-cxhl0-500x500.webp,XSmart,70,5960.000884,16043.16,70
Calme Music 300,"3,799","Black,White,Blue Black,Gold Black,Orange,White Orange",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3000 mAh,Smart Camera,2/28/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,LCD Display,no Data,Standard,Yes,no Data,no Data,3000 mAh with Super Battery Mode,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/calme-music-300-pakistan-priceoye-kc4b1-500x500.webp,Calme,70,1219.042846,3191.16,70
VGO TEL i251,"2,999","Black Red,Black Orange,Black Green,White Red",STANDARD,5,5 Ratings ,2.4 Inches,Standard,1800 mAh,VGA Camera,1/27/2022,Dual SIM - Dual Standby,no Data,no Data,Proprietary OS,2.4 Inches,no Data,QVGA Display,no Data,Standard,Yes,no Data,no Data,1800 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/vgo-tel-i251-pakistan-priceoye-yulr6-500x500.webp,VGO,70,963.7188456,2489.17,70
Oppo A54,"44,499","Starry Blue,Crystal Black",128GB - 4GB RAM,5,106 Ratings ,6.51 inches,4 GB,5000 mAh,13 MP + 2 MP + 2 MP,3/26/2021,"Dual SIM (Nano-SIM, dual stand-by)",163.6 x 75.7 x 8.4 mm,192 g,"Android 10, ColorOS 7.2",6.51 inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",Corning Gorilla Glass,128 GB,Yes,MT6765V/CBA  Octa-core 2.3GHz,IMG GE8320 @ 680 MHz,"Li-Po 5000 mAh, non-removable","16 MP, f/2.0",No,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No,https://images.priceoye.pk/oppo-a54-pakistan-priceoye-mt05a-500x500.webp,Oppo,85,8784.299423,39826.605,80
Faywa K14 (3 SIM),"1,999","Light Blue,Dark Blue,Grey,Red,Black",STANDARD,5,8 Ratings ,1.4 Inches,Standard,1200 mAh,No,12/29/2023,Triple Sim,no Data,no Data,Proprietary OS,1.4 Inches,no Data,LCD,no Data,Standard,no Data,no Data,no Data,1200 mAh,No,no Data,No,No,No,no Data,no Data,No,No,no Data,No,no Data,https://images.priceoye.pk/faywa-k14-3-sim-pakistan-priceoye-d3nrz-500x500.webp,Faywa,70,643.525384,1679.16,70
Tecno Pop 7,"18,199","Endless Black,Capri Blue,Nebula Purple",64GB - 2GB RAM,5,13 Ratings ,6.6 Inches,2 GB (1 GB Ram Expansion by Default and up to 2 GB Ram Expansion),5000 mAh,8 MP + QVGA,6/20/2023,Dual Sim,163.9 x 75.5 x 8.9 mm,no Data,Android 12 (Go Edition),6.6 Inches,720 x 1612,HD+ Dot Notch Screen,no Data,64 GB,microSDXC,SC 9863,no Data,5000 mAh,5 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/tecno-pop-7-pakistan-priceoye-1tbm4-500x500.webp,Tecno,70,5688.597923,15287.16,70
QMobile QStar Max,"4,099","Green Black,Blue Black",STANDARD,5,4 Ratings ,2.8,Standard,4000 mAh,Smart Camera,2/7/2024,Dual SIM,no Data,no Data,proprietary,2.8,no Data,LCD Display,no Data,Standard,Memory Support Upto 32GB,no Data,no Data,4000 mAh,no Data,no Data,no Data,Yes,Yes,No,no Data,no Data,no Data,FM radio,No,No,https://images.priceoye.pk/qmobile-qstar-max-pakistan-priceoye-fj9yy-500x500.webp,QMobile,70,1314.598961,3484.15,40
Calme iMax,"3,599","Black,Blue,Rose Gold,Black Gray,White",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,2000 mAh,Smart Camera,2/16/2024,Dual SIM,no Data,no Data,proprietary,2.4 Inches,no Data,no Data,no Data,Standard,no Data,no Data,no Data,2000mAH,no Data,no Data,no Data,Yes,Yes,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/calme-imax-pakistan-priceoye-5voo4-500x500.webp,Calme,70,1155.281076,3059.15,40
Sparx Neo 5 Pro,"16,349","Ocean Blue,Grey,Glimmer Gold,Elegant Purple",32GB - 2GB RAM,5,5 Ratings ,6.5 Inches,no Data,5000 mAh,13 MP,11/1/2023,no Data,no Data,no Data,no Data,6.5 Inches,no Data,no Data,no Data,no Data,no Data,Octa Core,no Data,5000 mAh,8 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/sparx-neo-5-pro-pakistan-priceoye-w9ulf-500x500.webp,Sparx,70,5127.778961,13733.16,70
GRESSO E3100,"2,499","Black,Gray,Blue",STANDARD,5,6 Ratings ,1.4 Inches,Standard,1200 mAh,no Data,7/6/2022,Dual Sim,no Data,no Data,Proprietary OS,1.4 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,1200 mAh,no Data,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gresso-e3100-pakistan-priceoye-miwz6-500x500.webp,GRESSO,70,803.7663456,2074.17,70
Qmobile QSmart Ultra,"22,599","Meta White,Midnight Blue,Ocean Green",128GB - 6GB RAM,5,6 Ratings ,6.8 Inches,6 GB (6GB Extended),5000 mAh,50 MP,12/23/2023,Dual Sim,no Data,no Data,Android 13,6.8 Inches,no Data,no Data,no Data,128 GB,no Data,1.6GHz Octa-Core Processor,no Data,5000 mAh,13 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/qmobile-qsmart-ultra-pakistan-priceoye-iwlmk-500x500.webp,Qmobile,70,7006.57223,18983.16,70
Qmobile E1000 Party V2,"3,360","Black Red,Gray Black,Blackish Green",STANDARD,5, 1 Ratings ,2.4 inches,Standard,3000 mAh,Yes,3/18/2024,Dual Sim,NO,NO,NO,2.4 inches,no Data,no Data,no Data,Standard,no Data,no Data,no Data,3000mAh,no Data,YES,NO,Yes,Yes,Yes,NO,NO,NO,Yes,NO,NO,https://images.priceoye.pk/qmobile-e1000-party-v2-pakistan-priceoye-32il7-500x500.webp,Qmobile,70,1079.025231,2856,40
E-Tachi B105,"2,599","Black,Blue,Coffee,Grey,Deep Blue,White",STANDARD,5,3 Ratings ,1.77 Inches,Standard,1200 mAh,Smart Camera,12/22/2022,Dual Sim,no Data,no Data,Proprietary OS,1.77 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,1200 mAh,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/e-tachi-b105-pakistan-priceoye-aro8r-500x500.webp,E-Tachi,70,835.7799225,2157.17,70
GRESSO CR7,"2,799","Black Black,Dark Blue",STANDARD,5,2 Ratings ,1.8 Inches,Standard,1000 mAh,Smart Camera,7/6/2022,Dual Sim,no Data,no Data,Proprietary OS,1.8 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,1000 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gresso-cr-pakistan-priceoye-saxv5-500x500.webp,GRESSO,70,899.772461,2323.17,70
ZTE Blade V50 Design,"29,999","Diamond Black,Sunrise Voilet,Beach Green,Purple",256GB - 8GB RAM,5,18 Ratings ,6.6'' Inches,8GB + 10GB Extended Ram,5000 mAh,50 MP + 2 MP + 2 MP,1/26/2024,"Dual SIM (Nano-Sim, Nano-Sim)",no Data,207 g,Android 13,6.6'' Inches,1080 x 2408 pixels,IPS LCD,no Data,256 GB,microSD,Octa-core,Mali-G57 MP1,5000mAh,8 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,Yes (market/region dependent),https://images.priceoye.pk/zte-blade-v50-design-pakistan-priceoye-bli16-500x500.webp,ZTE,70,9172.788461,25499.15,40
Vivo Y21T,"65,299","Pearl White,Midnight Blue",128GB - 4GB RAM,5,30 Ratings ,6.51 inches,4 GB,5000 mAh,50 MP + 2 MP + 2 MP,1/30/2022,"Dual SIM (Nano-SIM, dual stand-by)",164.3 x 76.1 x 8 mm,182 g,"Android 11, Funtouch 12",6.51 inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",no Data,128 GB,microSDXC (dedicated slot),Qualcomm SM6225 Snapdragon 680 4G (6 nm),Adreno 610,"(Li-Po Non removable), 5000 mAh",8 MP,No,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/vivo-y21t-pakistan-priceoye-b684s-500x500.webp,Vivo,85,12106.72342,59095.595,80
XMobile X1000 Music,"3,999","Blue,Black Red",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3000 mAh,Smart Camera,2/7/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,Colorful Display,no Data,Standard,Yes,no Data,no Data,3000 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/xmobile-x1000-music-pakistan-priceoye-9chfo-500x500.webp,XMobile,70,1282.758461,3359.16,70
XMobile X4i,"3,799",Black Blue,STANDARD,5, 1 Ratings ,2.4 Inches,Standard,1800 mAh,Smart Camera,2/7/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,1800 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/xmobile-x4i-pakistan-priceoye-vpeuf-500x500.webp,XMobile,70,1219.042846,3191.16,70
Xiaomi Redmi 10A,"22,299","Chrome Silver,Graphite Gray,Sky Blue","64GB - 3GB RAM,128GB - 4GB RAM",5,236 Ratings ,6.53 Inches,3/4 GB,5000 mAh,13 MP + 2 MP,5/27/2022,"Dual Sim, Dual Standby (Nano-SIM)",164.9 x 77 x 9 mm,194 g,"Android 11, MIUI 12.5",6.53 Inches,720 x 1600 pixels,"IPS LCD, 400 nits (typ)",no Data,64/128 GB,microSDXC,MediaTek MT6762G Helio G25,PowerVR GE8320,"Li-Ion 5000 mAh, non-removable",5 MP,Yes,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/xiaomi-redmi-10a-pakistan-priceoye-pkg7w-500x500.webp,Xiaomi,70,6917.419961,18508.17,70
Sparx Neo X,"22,399","Elite Chocolate,Blue Breeze,Glow Golden","64GB - 4GB RAM,128GB - 4GB RAM",5,43 Ratings ,6.5 Inches,4 GB,5000 mAh,50 MP + 2 MP + AI,7/25/2023,"Dual Sim, Dual Standby (Nano-SIM)",no Data,no Data,Android 12 OS,6.5 Inches,720 x 1600 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",no Data,64 GB,Yes,Mediatek Helio G37 Octa core Processor,PowerVR,5000 mAh,8 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/sparx-neo-x-pakistan-priceoye-rxrvm-500x500.webp,Sparx,70,6947.148923,18815.16,70
VGO TEL i888,"4,749","Black Green,White Orange,Black Red,Black Blue",STANDARD,5,2 Ratings ,2.4 Inches,Standard,5000 mAh,VGA,1/27/2022,Dual SIM,no Data,no Data,no Data,2.4 Inches,no Data,QVGA,no Data,Standard,Micro SD card (support upto 32GB),no Data,no Data,5000 mAh,VGA,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/vgo-tel-i888-pakistan-priceoye-33i6p-500x500.webp,VGO,70,1521.280961,3941.67,70
GFive Falak,"3,399","Golden,Black,Brown,Coffee Gold,Blue Silver",STANDARD,5,4 Ratings ,2.4 Inches,Standard,3500 mAh,Digital Camera,3/9/2022,Dual SIM,no Data,no Data,Proprietary OS,2.4 Inches,no Data,LCD Display,no Data,Standard,Yes,no Data,no Data,3500 mAh,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/gfive-falak-pakistan-priceoye-sigsv-500x500.webp,GFive,70,1091.473153,2821.17,70
XMobile Dabang Plus,"3,849",Black,STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3000 mAh,Smart Camera,2/6/2023,Dual Sim,no Data,no Data,Proprietary OS,2.4 Inches,no Data,LCD Display,no Data,Standard,no Data,no Data,no Data,3000 mAh,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/xmobile-dabang-plus-pakistan-priceoye-p3yfg-500x500.webp,XMobile,70,1234.976076,3233.16,70
XMobile X4,"3,499","Black Red,Blue Black",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3200 mAh,Smart Camera,10/11/2022,Dual SIM,no Data,no Data,Proprietary OS,2.4 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,3200 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/xmobile-x4-pakistan-priceoye-9if1v-500x500.webp,XMobile,70,1123.382884,2904.17,70
XMobile Jeet,"2,799","Black,Black Blue",STANDARD,5, 1 Ratings ,1.77 Inches,Standard,2200 mAh,Smart Camera,2/6/2023,Dual Sim,no Data,no Data,Proprietary OS,1.77 Inches,no Data,Colorful Display,no Data,Standard,Yes,no Data,no Data,2200 mAh,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/xmobile-jeet-pakistan-priceoye-hu8dr-500x500.webp,XMobile,70,899.772461,2351.16,70
GRACE 9,"24,799","Blue,Grey",64GB - 4GB RAM,5, 1 Ratings ,6.52 inches,4 GB,5000 mAh,48 MP,8/26/2023,Dual SIM,no Data,no Data,Android 13 ( Edition),6.52 inches,no Data,LCD Display,no Data,64 GB,no Data,Unisoc T606 (Octa core processor),no Data,5000mAh(TYP),16 MP,no Data,no Data,no Data,no Data,Yes,Yes,Yes,no Data,no Data,Yes,no Data,https://images.priceoye.pk/grace-9-pakistan-priceoye-ysnur-500x500.webp,GRACE,70,7657.182461,20831.16,70
me Mobile Power 4,"3,699","Black,Blue Black,White,Gold Black",STANDARD,5, 1 Ratings ,2.4 inches,Standard,3000 mAh,Yes,11/7/2022,Dual Sim,no Data,no Data,Proprietary OS,2.4 inches,no Data,QVGA HD Display,no Data,Standard,Micro SD card,no Data,no Data,3000 mAh battery,Smart Camera,No,No,No,Yes,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/me-mobile-power-4-pakistan-priceoye-eym3q-500x500.webp,me,70,1187.16773,3070.17,70
VGO TEL iMusic Lite,"3,649","White,Red,Black,Fawn",STANDARD,5,2 Ratings ,2.4 Inches,Standard,1800 mAh,Digital Camera,4/29/2023,Dual SIM – Dual Standby,no Data,no Data,Proprietary OS,2.4 Inches,no Data,Bright Screen,no Data,Standard,Micro SD Card (support up to 32GB),no Data,no Data,1800mAh,no Data,no Data,no Data,Yes,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/vgo-tel-imusic-lite-pakistan-priceoye-tti9x-500x500.webp,VGO,70,1171.225846,3065.16,70
Digit 4G Power Max,"6,499","Black,Blue",STANDARD,5,4 Ratings ,2.8 Inches,Standard,3000 mAh,Smart Camera,2/7/2024,Dual SIM,no Data,no Data,proprietary,2.8 Inches,no Data,no Data,no Data,Standard,Yes,no Data,no Data,3000mAh,no Data,no Data,no Data,Yes,Yes,Yes,no Data,no Data,no Data,Yes,No,No,https://images.priceoye.pk/digit-4g-power-max-pakistan-priceoye-k84um-500x500.webp,Digit,70,2075.309423,5524.15,40
KXD Classic core A06,"19,399","Black,Blue,Pink",64GB - 4GB RAM,5,2 Ratings ,6.52 inches,4GB,4500 mAh,13MP + 5MP +2MP AI CAM,12/22/2023,no Data,no Data,no Data,Android OS V12.0,6.52 inches,no Data,no Data,no Data,64GB,no Data,Octa Core,no Data,4500 mAh,8 MP,no Data,Yes,LED flash,Yes,Yes,Yes,Yes,no Data,Yes,Yes,No,https://images.priceoye.pk/kxd-classic-core-a06-pakistan-priceoye-pe063-500x500.webp,KXD,70,6050.260846,16295.16,70
Digit Next Ultra,"18,499","Black,Silver,Purple",64GB - 4GB RAM,5, 1 Ratings ,6.5 inches,4 GB,5000 mAh,13MP + 0.3MP +  0.3MP,2/1/2024,Dual SIM,no Data,no Data,Android 12,6.5 inches,720 x 1600,IPS LCD,no Data,64GB,Yes,Octa-core,PowerVR GE8320,5000mAh,5MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,no Data,unspecified,Yes,No,https://images.priceoye.pk/digit-next-ultra-pakistan-priceoye-yebci-500x500.webp,Digit,70,5779.169423,15724.15,40
Qmobile Spark4000,"4,099","Gold,Light Purple,Sea Green,Light Blue,Light Purple Black",STANDARD,5, 1 Ratings ,2.8 Inches,Standard,4000 mAh,Smart camera,4/19/2024,Dual sim,no Data,no Data,Proprietary OS,2.8 Inches,no Data,no Data,no Data,Standard,Memory Support upto 32GB,no Data,no Data,4000 mAh,no Data,no Data,no Data,Yes,no Data,no Data,no Data,no Data,No,Yes,no Data,No,https://images.priceoye.pk/qmobile-spark-4000-pakistan-priceoye-terya-500x500.webp,Qmobile,70,1314.598961,3484.15,40
XSmart Nova 5,"18,099","Blue,Orange,Sunset Gold",64GB - 2GB RAM,5, 1 Ratings ,6.51 Inches,2GB,5000 mAh,13MP Triple AI Camera,12/22/2023,"Dual SIM + Micro Sim, dual stand-by",no Data,no Data,Android 12,6.51 Inches,720 x 1600 pixels,IPS LCD,no Data,64GB,no Data,Octa Core,no Data,5000 mAh,8MP,no Data,Yes,LED Flash,Yes,Yes,Yes,Yes,no Data,Yes,Yes,No,https://images.priceoye.pk/xsmart-nova-5-pakistan-priceoye-qw1v6-500x500.webp,XSmart,70,5658.384346,15203.16,70
UMIDIGI G3 Plus,"26,999","Graphite Black,Dark Green,Lavender Purple",128GB - 4GB RAM,5, 1 Ratings ,6.52 inches,4 GB,5150 mAh,16MP + 2MP,2/20/2024,SIM1 + Hybrid (SIM or MicroSD),163.9mm x 75.7mm x 8.8mm,192g,Android 13,6.52 inches,1600 x 720,Capacitive multi-touch,no Data,128 GB,no Data,Octa-Core,Arm Mali G57,5150mAh,8MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,no Data,unspecified,Yes,No,https://images.priceoye.pk/umidigi-g3-plus-pakistan-priceoye-4kyh6-500x500.webp,UMIDIGI,70,8302.208076,22949.15,40
GFive Rock,"2,700","Black,White,Blue,Green,Gray",STANDARD,5, 1 Ratings ,1.8 Inches,Standard,3000 mAh,0.08 MP,6/16/2023,Dual Sim,no Data,no Data,Proprietary OS,1.8 Inches,no Data,no Data,no Data,sta,Support Up To 32 GB,no Data,no Data,3000 mAh,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/gfive-rock-pakistan-priceoye-qvg74-500x500.webp,GFive,70,868.1019231,2268,70
Apple iPhone 14 Plus,"499,999","Midnight,Purple,Starlight,Blue,Red","128GB,256GB,512GB",5, 1 Ratings ,6.7 inches,6 GB,4323 mAh,12 MP + 12 MP,9/30/2022,Dual SIM (Nano-SIM and eSIM),160.8 x 78.1 x 7.8 mm,203 g,iOS 16,6.7 inches,1284 x 2778 pixels,"Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits (HBM), 1200 nits (peak)",Ceramic Shield glass,128/256/512 GB,No,Apple A15 Bionic (5 nm),Apple GPU (5-core graphics),"Li-Ion 4323 mAh, non-removable",12 MP + SL 3D,No,"4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EIS",Yes,"4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps), Cinematic mode (4K@30fps), stereo sound rec.",Yes,Yes,Yes,Yes,No,Yes,Yes,https://images.priceoye.pk/apple-iphone-14-plus-pakistan-priceoye-o7prr-500x500.webp,Apple,95,74999.85,486249.0275,90
FAYWA Magic 1,"2,575","Gold,Blue",STANDARD,5, 1 Ratings ,1.8″LCD Screen,Standard,1200 mAh,Smart camera,10/31/2023,Dual SIM/ Dual Standby,no Data,no Data,Proprietary os,1.8″LCD Screen,no Data,LCD Screen,no Data,Standard,Expandable memory support up to 32GB,no Data,no Data,1200mAh,no Data,no Data,no Data,Yes,no Data,"v5.1 with A2DP, LE",no Data,no Data,no Data,Wireless FM Radio,no Data,NO,https://images.priceoye.pk/faywa-magic-1-pakistan-priceoye-m3pa5-500x500.webp,FAYWA,70,828.0977163,2163,70
E-Tachi Mega King,"3,949","Black,Light Blue,Florence Blue,Royal Blue,Dark Blue",STANDARD,5,2 Ratings ,2.8 inches,32 MB,3000 mAh,0.08 MP,6/2/2023,"Dual Sim, Dual Standby",55 x 129 x 15.2 mm,no Data,Proprietary OS,2.8 inches,240 x 320 Pixels,QVGA Display,no Data,32 MB,Yes,no Data,no Data,3000 mah,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/e-tachi-mega-king-pakistan-priceoye-iiche-500x500.webp,E-Tachi,70,1266.833884,3317.16,70
XMobile X2 Play,"2,699","Black,Blue,Purple,Dark Green",STANDARD,5, 1 Ratings ,1.77 Inches,Standard,1000 mAh,Smart Camera,2/7/2023,Dual Sim,no Data,no Data,Proprietary OS,1.77 Inches,no Data,LCD Display,no Data,Standard,Yes,no Data,no Data,1000 mAh,no Data,no Data,no Data,no Data,Yes,Yes,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/xmobile-x2-play-pakistan-priceoye-h65q7-500x500.webp,XMobile,70,867.781961,2267.16,70
Faywa Music 400 Pro,"3,325","Black,Green,Blue",STANDARD,5, 1 Ratings ,2.4 Inches,Standard,3000 mAh,Smart Camera,7/11/2023,Dual SIM support,no Data,no Data,Proprietary OS,2.4 Inches,320 x 240,no Data,no Data,Standard,Yes,no Data,no Data,3000 mAh,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,https://images.priceoye.pk/faywa-music-400-pro-pakistan-priceoye-wo5fj-500x500.webp,Faywa,70,1067.852524,2793,70
Sparx Ultra 11,"26,799","Sapphire Blue,White",128GB - 8GB RAM,5,3 Ratings ,6.78 Inches,8GB,5000 mAh,50MP+5MP+VGA+VGA,2/20/2024,Dual SIM Nano,168.76x76.6x8.6mm,no Data,Android 13 OS,6.78 Inches,no Data,no Data,no Data,128 GB,no Data,"Octa Core, Mediatek Helio G88",no Data,5000mAh,16MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,unspecified,Yes,No,https://images.priceoye.pk/sparx-ultra-11-pakistan-priceoye-rm6b8-500x500.webp,Sparx,70,8243.800153,22779.15,40
XMobile Mega Gabbar,"3,999","Blue Black,Black Red",STANDARD,5, 1 Ratings ,2.8 Inches,Standard,3000 mAh,Smart Camera,2/6/2023,Dual Sim,no Data,no Data,Proprietary OS,2.8 Inches,no Data,LCD Display,no Data,Standard,Yes,no Data,no Data,3000 mAh,no Data,no Data,no Data,no Data,Yes,no Data,no Data,no Data,no Data,Yes,no Data,no Data,https://images.priceoye.pk/xmobile-mega-gabbar-pakistan-priceoye-v4iy5-500x500.webp,XMobile,70,1282.758461,3359.16,70
